종목코드,종목명,시장구분,소속부,소속부,업종코드,업종명,결산월,지정자문인,상장주식수,액면가,자본금,통화구분,대표이사,대표전화,주소
"024890","대원화성","KOSPI",,,"032202","플라스틱제품 제조업","12",,"41249152","500","20624576000","원(KRW)","강동엽","031-372-3992","서울특별시 강남구 봉은사로 327 궁도빌딩 13층"
"290380","대유","KOSDAQ","중견기업부",,"032003","비료, 농약 및 살균, 살충제 제조업","12",,"14478326","500","7239163000","원(KRW)","김우동","02-556-6293","서울특별시 강남구 학동로77길 26 (청담동, 대유빌딩) "
"002880","대유에이텍","KOSPI",,,"033003","자동차 신품 부품 제조업","12",,"115094114","500","57547057000","원(KRW)","권의경","062-940-8672","광주광역시 광산구  소촌로123번길 40-12 "
"290120","대유에이피","KOSDAQ","중견기업부",,"033003","자동차 신품 부품 제조업","12",,"11434495","500","5717247500","원(KRW)","이석근","063-210-3900","전라북도 완주군 봉동읍 완주산단8로 66 "
"000300","대유플러스","KOSPI",,,"032604","통신 및 방송 장비 제조업","12",,"120998774","500","60499387000","원(KRW)","조상호","031-737-7000","광주광역시 광산구 소촌로123번길 40-16 2층(소촌동)"
"120240","대정화금","KOSDAQ","우량기업부",,"032001","기초 화학물질 제조업","12",,"7190391","500","3595195500","원(KRW)","송영준","031-488-8822","경기도 시흥시 서해안로 186 대정화금(주) 정돵동, 시화공단 1다 107"
"003310","대주산업","KOSDAQ","중견기업부",,"031008","동물용 사료 및 조제식품 제조업","12",,"35392350","500","18696175000","원(KRW)","정석원","02  -2201-8107","서울특별시 광진구 구의강변로 44 (구의동)"
"114920","대주이엔티","KONEX","일반기업부",,"032401","1차 철강 제조업","12","현대차증권","3469500","500","1734750000","원(KRW)","황광수","070-7015-1337","인천광역시 중구 신포로 4 (사동) 4층"
"078600","대주전자재료","KOSDAQ","벤처기업부",,"032602","전자부품 제조업","12",,"15480593","500","7740296500","원(KRW)","임일지,임중규(각자대표)","031-498-2901","경기 시흥시 정왕동 1236-10 "
"012800","대창","KOSPI",,,"032402","1차 비철금속 제조업","12",,"91140499","500","45570249500","원(KRW)","조시영, 김옥렬","031-496-3000","경기도 시흥시 공단1대로 391 "
"015230","대창단조","KOSPI",,,"033003","자동차 신품 부품 제조업","12",,"28572230","500","14286115000","원(KRW)","박권일","055-329-3911","경남 김해시 생림면 봉림리 1072-1"
"096350","대창솔루션","KOSDAQ","중견기업부",,"032501","구조용 금속제품, 탱크 및 증기발생기 제조업","12",,"163761009","100","16376100900","원(KRW)","김대성","052-711-7700","부산광역시 강서구 화전산단1로 155 화전동"
"140520","대창스틸","KOSDAQ","중견기업부",,"032401","1차 철강 제조업","12",,"21109243","500","10554621500","원(KRW)","문창복, 문경석","032-816-7700","인천광역시 남동구 아암대로 1213 &nbsp"
"131220","대한과학","KOSDAQ","벤처기업부",,"074605","기계장비 및 관련 물품 도매업","12",,"7454490","500","3727245000","원(KRW)","서현정","033-737-7500","강원도 원주시  지정면 신평석화로 326 대한과학"
"010170","대한광통신","KOSDAQ","중견기업부",,"032803","절연선 및 케이블 제조업","12",,"73741625","500","36870812500","원(KRW)","도문현","031-489-5195","경기도 안산시 단원구 장자골로 49 "
"060900","대한그린파워","KOSDAQ","관리종목(소속부없음)",,"032004","기타 화학제품 제조업","12",,"172786805","100","17278680500","원(KRW)","박근식","070-4716-5300","전라남도 영광군 영광읍 그린테크로 23 - "
"054670","대한뉴팜","KOSDAQ","중견기업부",,"032102","의약품 제조업","12",,"14354920","500","7177460000","원(KRW)","이완진","031-778-2600","경기도 화성시 향남읍 상신리 904-3 "
"001070","대한방직","KOSPI",,,"031302","직물직조 및 직물제품 제조업","12",,"5300000","1000","5300000000","원(KRW)","설 범, 김 인호","02-368-0114","서울특별시 중구 중림로 48 (중림동, 성준빌딩)"
"023910","대한약품","KOSDAQ","우량기업부",,"032102","의약품 제조업","12",,"6000000","500","3000000000","원(KRW)","이윤우","02-2678-8443","서울특별시 영등포구 선유로45길 3 "
"006650","대한유화","KOSPI",,,"032001","기초 화학물질 제조업","12",,"6500000","5000","41000000000","원(KRW)","강길순","02-2122-1515","서울특별시 종로구  자하문로 77 유남빌딩"
"001440","대한전선","KOSPI",,,"032803","절연선 및 케이블 제조업","12",,"856473009","100","85647300900","원(KRW)","나형균","02-316-9114","경기도 안양시 동안구 관양동 1746-2 대한스마트타워 "
"084010","대한제강","KOSPI",,,"032401","1차 철강 제조업","12",,"24646734","1000","24646734000","원(KRW)","이경백, 한성민 각자대표","02-1670-3300","부산광역시 사하구 하신번영로 69 "
"001790","대한제당","KOSPI",,,"031006","곡물가공품, 전분 및 전분제품 제조업","12",,"89696580","500","48089670000","원(KRW)","김기영","032-770-1400","인천광역시 중구  월미로 116(북성동1가) "
"001130","대한제분","KOSPI",,,"031006","곡물가공품, 전분 및 전분제품 제조업","12",,"1690000","5000","8450000000","원(KRW)","이건영, 송인석","02-3455-0200","서울특별시 중구 세종대로 39 "
"003490","대한항공","KOSPI",,,"085101","항공 여객 운송업","12",,"347820825","5000","1744658095000","원(KRW)","조원태, 우기홍","02-2656-7114","서울특별시 강서구 하늘길 260 "
"005880","대한해운","KOSPI",,,"085001","해상 운송업","12",,"319177460","500","159588730000","원(KRW)","김만태","02-3701-0114","서울특별시 강서구 마곡중앙8로 78 에스엠알엔디센터 "
"003830","대한화섬","KOSPI",,,"032005","화학섬유 제조업","12",,"1328000","5000","6640000000","원(KRW)","박재용","02-3406-0300","서울특별시 중구  동호로 310 "
"016090","대현","KOSPI",,,"031401","봉제의복 제조업","12",,"44282310","500","26906155000","원(KRW)","신현균","02-3485-7000","서울특별시 강남구 언주로 619 (논현동, 대현그린타워) "
"069460","대호에이엘","KOSPI",,,"032402","1차 비철금속 제조업","12",,"52003519","500","26001759500","원(KRW)","노영호","053-610-5400","대구광역시 달성군  논공읍 논공중앙로 211 "
"021040","대호특수강","KOSDAQ","중견기업부",,"032401","1차 철강 제조업","12",,"75398540","500","39820503000","원(KRW)","강근욱","055 -388 -4001","경상남도 양산시  산막공단북4길 13 (주)대호피앤씨 "
"067080","대화제약","KOSDAQ","우량기업부",,"032102","의약품 제조업","12",,"18616650","500","9308325000","원(KRW)","노병태, 김은석(각자대표)","02-586-6451","강원도 횡성군  횡성읍 한우로 495 "
"298540","더네이쳐홀딩스","KOSDAQ","우량기업부",,"031404","의복 액세서리 제조업","12",,"14544656","500","7272328000","원(KRW)","박영준","1588-2906","서울특별시 용산구 새창로44길 10 -"
"192080","더블유게임즈","KOSPI",,,"105802","소프트웨어 개발 및 공급업","12",,"18374502","500","9187251000","원(KRW)","김가람","02-501-7219","서울특별시 강남구 테헤란로 152 강남파이낸스센터 16층 "
"299170","더블유에스아이","KOSDAQ","중견기업부",,"074604","생활용품 도매업","12",,"30027963","100","3002796300","원(KRW)","박정섭","02-6915-5350","서울특별시 강남구 봉은사로44길 31 (역삼동)"
"012510","더존비즈온","KOSPI",,,"106201","컴퓨터 프로그래밍, 시스템 통합 및 관리업","12",,"30382784","500","15191392000","원(KRW)","김용우","02-6233-3000","강원도 춘천시 남산면 버들1길 130 "
"302920","더콘텐츠온","KONEX","일반기업부",,"105901","영화, 비디오물, 방송프로그램 제작 및 배급업","12","대신증권","4552359","500","2276179500","원(KRW)","김상윤","02-2183-1930","서울특별시 강남구 테헤란로 322 동관 601호, 602호, 603호, 604호, 605호(역삼동, 한신인터밸리24) "
"213420","덕산네오룩스","KOSDAQ","우량기업부",,"032602","전자부품 제조업","12",,"24831179","200","4966235800","원(KRW)","이준호, 이수훈(각자 대표이사)","041-590-5400","충청남도 천안시 서북구 입장면 쑥골길 21-32 "
"317330","덕산테코피아","KOSDAQ","우량기업부",,"032004","기타 화학제품 제조업","12",,"18377428","500","9188714000","원(KRW)","이수완","041-903-9700","충청남도 천안시 동남구 풍세면 풍세산단2로 39 &nbsp"
"077360","덕산하이메탈","KOSDAQ","우량기업부",,"032601","반도체 제조업","12",,"22718501","200","4543700200","원(KRW)","김윤철","052-283-9000","울산광역시 북구  무룡1로 66 "
"004830","덕성","KOSPI",,,"032202","플라스틱제품 제조업","12",,"15680000","500","8536000000","원(KRW)","이봉근, 김성진 (각자대표이사)","031-204-0781","경기도 수원시 영통구  신원로 25 "
"090410","덕신하우징","KOSDAQ","중견기업부",,"032501","구조용 금속제품, 탱크 및 증기발생기 제조업","12",,"46084095","100","4608409500","원(KRW)","김용회, 최영복 (각자대표이사)","02-2600-2600","충청남도 천안시 동남구 수신면 수신로 485-34 "
"024900","덕양산업","KOSPI",,,"033003","자동차 신품 부품 제조업","12",,"32564980","500","16282490000","원(KRW)","윤성희, 손동인, 한상욱(각자대표이사)","052-219-1114","울산광역시 북구  효암로 366 "
"263600","덕우전자","KOSDAQ","우량기업부",,"032602","전자부품 제조업","12",,"15930310","500","8037610500","원(KRW)","이준용","054-474-9661","경상북도 구미시 산동면 첨단기업7로 98-23 &nbsp"
"194480","데브시스터즈","KOSDAQ","벤처기업부",,"105802","소프트웨어 개발 및 공급업","12",,"11816160","500","5908080000","원(KRW)","이지훈, 김종흔","02-2148-0750","서울특별시 강남구 도산대로 327 데브시스터즈(주) "
"348840","데이드림엔터","KONEX","일반기업부",,"105901","영화, 비디오물, 방송프로그램 제작 및 배급업","12","KB증권","842500","500","421250000","원(KRW)","송정우","02-761-8836","서울특별시 영등포구 여의대방로65길 20 15F (호성빌딩 신관)"
"263800","데이타솔루션","KOSDAQ","중견기업부",,"074605","기계장비 및 관련 물품 도매업","12",,"16112080","500","8056040000","원(KRW)","배복태","02-3467-7200","서울특별시 강남구 언주로 620, 10층 "
"199150","데이터스트림즈","KONEX","일반기업부",,"105802","소프트웨어 개발 및 공급업","12","유진증권","4189773","500","2094886500","원(KRW)","이영상","02-3473-9077","서울특별시 서초구 사임당로 28 6층 (서초동, 청호나이스)"
"206560","덱스터","KOSDAQ","기술성장기업부","기술성장기업","105901","영화, 비디오물, 방송프로그램 제작 및 배급업","12",,"25400836","500","12700418000","원(KRW)","김욱, 강종익","02-6391-7000","서울특별시 마포구 매봉산로 75 1801호, 1901호(상암동,디디엠씨) "
"261200","덴티스","KOSDAQ","벤처기업부",,"032701","의료용 기기 제조업","12",,"14757890","500","7378945000","원(KRW)","심기봉","053-589-3560","대구광역시 달서구 성서서로 99 덴티스"
"145720","덴티움","KOSPI",,,"032701","의료용 기기 제조업","12",,"11068830","500","6184415000","원(KRW)","유재홍","070-7098-9158","서울특별시 강남구 테헤란로87길 21 동성빌딩 10층 "
"227420","도부마스크","KONEX","일반기업부",,"031309","기타 섬유제품 제조업","12","하나금융투자","8615603","500","4307801500","원(KRW)","김충범","02-553-5638","서울특별시 송파구 송파대로 167문정역테라타워 제비(B)동 제8층 제비(B)817호 "
"067990","도이치모터스","KOSDAQ","우량기업부",,"074501","자동차 판매업","12",,"29623706","500","14811853000","원(KRW)","권혁민","02-2243-6165","서울특별시 성동구 동일로 111 (성수동 2가) "
"002150","도화엔지니어링","KOSPI",,,"137201","건축기술, 엔지니어링 및 관련 기술 서비스업","12",,"33720000","500","16860000000","원(KRW)","김영윤, 박승우, 곽준상, 김덕구","02-6323-3032","서울특별시 강남구  삼성로 438 도화타워 "
"006620","동구바이오제약","KOSDAQ","우량기업부",,"032102","의약품 제조업","12",,"28464992","500","14232496000","원(KRW)","조용준","02-2684-5421","서울특별시 송파구 법원로 114, B동 14층 "
"100130","동국S&C","KOSDAQ","중견기업부",,"032501","구조용 금속제품, 탱크 및 증기발생기 제조업","12",,"57143000","500","28571500000","원(KRW)","이승일","054-271-0508","경상북도 포항시 남구 대송로 62(장흥동) "
"005160","동국산업","KOSDAQ","우량기업부",,"032401","1차 철강 제조업","12",,"54244482","1000","54244482000","원(KRW)","남기성, 장세희(각자대표)","02-316-7500","서울특별시 중구  다동길 46 "
"075970","동국알앤에스","KOSDAQ","중견기업부",,"032309","기타 비금속 광물제품 제조업","12",,"18400000","1000","18400000000","원(KRW)","이원휘","051-550-5050","경상남도 김해시  상동면 상동로375번길 26-29 동국내화(주) "
"001230","동국제강","KOSPI",,,"032401","1차 철강 제조업","12",,"95432737","5000","589228035000","원(KRW)","장세욱, 김연극","02-317-1114","서울특별시 중구  을지로5길 19 페럼타워"
"086450","동국제약","KOSDAQ","우량기업부",,"032102","의약품 제조업","12",,"44460000","500","22230000000","원(KRW)","오흥주","02-2191-9800","서울특별시 강남구  테헤란로108길 7 동국제약 "
"023450","동남합성","KOSPI",,,"032001","기초 화학물질 제조업","12",,"3610000","500","3125564000","원(KRW)","김정돈, 박미령 (각자대표)","041-840-3100","충청남도 공주시 탄천면 탄천산업단지길 80-61 -"
